Belgian,Order a Piraat at the bar.  Worth four stars alone.  
Belgian,The Belgian beer on tap selection is impressive.  The space is a bit small but well decorated and comfortable.   Lighting is above-average and the bar area by the front window provides entertaining people-watching.  Great date place.  
Belgian,We ordered the mussels and frites (the house 'specialty').  The mussels were sizable and cooked well but the sauce (always the best part of mussels) was a bit too buttery and salty for my taste.  The bread was very crusty and tasty and the frites were decent (I've had better Belgian frites).  I still like Sardine's mussels better but these were decent.  
Belgian,Overall well-run and a great addition to the neighborhood.  Again just say Piraat at the bar - worth the trip alone.  But watch out 10% alcohol with a smooth finish can be dangerous...
Belgian,What first attracted me to Brasserie V was the ample selection of Belgian beer.  I was pleasantly surprised when I entered to find an adorable well-lit almost romantic establishment serving some pretty tasty food.   Our server was very helpful in aiding us through the list of beers -- as my dining companion wasn't really a fan of beer in general. (and we successfully found one that both of us enjoyed)  The bread is served with a seasonal herb butter -- it was green and oh so delicious.  I had the house special mussels and frites.  I was a little disappointed that I had to shell my own mussels but the work was well worth it.  My dining companion had the steak and frites. She described the steak as tender and enjoyed every morsel of it.  
Belgian,The restaurant is small I am not sure if I would ever bring a group of people here.. however it would be a great place for a date or a double date.
Belgian,Visiting the Brasserie V after about 2 weeks after its opening and then about 2 months later one word jumped into my head immediately.  Inconsistent.
Belgian,The service and especially the food wavered in quality and delivery.  Starting with the first visit I was taken as a surprise with the place still in its infancy mellow feeling as if word of its existence hadn't really gotten out yet.  Upon returning those several months later the place had become lit darker much louder (due to the fact it was packed) and complete with a long wait as there are few tables.
Belgian,"Now I'm not one to complain about noise nor about having to wait but it is truly loud inside for a small restaurant and if your host informs you its only a fifteen minute wait and it turns out to be more around double don't continually string them along telling them ""Just a few more minutes.""  Recall what you told those waiting and address the fact you were mistaken otherwise gauge more time than you think it will take.  Telling groups their wait time is low only for it to be over double starts a sour note before menus are even in hand.  Unfortunately the minimal wait space inside does little to help those table-less."
Belgian,Okay now before I begin spilling out one of those prototypical long tirades complaining about rude wait staff undercooked orders and long wait times perhaps the best way for me to reflect may this tried and true form.
Belgian,The Good: Their more affordably charged sandwiches were the highlight item each time I recommend the one with mustard.  I actually don't like mustard but this was very rich without being overbearing very close to amazing.  A very nice Belgian beer selection although a bit expensive one of these won't kill you and if the place isn't completely  jammed and the bald man at the bar is feeling nice he can help point you in the right direction if you're feeling overwhelmed.  
Belgian,The Bad: The much hyped frites are simply thinly cut fries slice and dice it how you will because sliced and diced they are still fried potatoes and not a lot more.  The tri cups of dipping sauce that accompany seem to exist to enliven these knowingly dull snacks but they should be more flavorful or evolved.  Besides the above mentioned wait-times the servers seemed very distant and non-communicative while not rude when in a loud restaurant the server should assert themselves over the noise letting you know you're of value and you're noticed.  Sometimes when feeling swallowed up the lack of server presence is much more estranging than typically felt.
Belgian,The Ugly:  Upon both visits the lamb was ordered and requested beforehand to be cooked more than rare.  Both times returning marginally more than rare causing two send backs the second time.  Above all get the meat cooking instructions correct.  For whatever reason of confusion this looks extremely unprofessional. 
Belgian,I'm going to give the Brasserie a pass here in memory of the better food and experience I had the first time and hope that as time goes by they can tighten up some of these hitches.  You can see the potential for it to really sail and just soar but for the ambiance and the dollar its dangling between disaster and dazzle.
Belgian,Visiting Madison my friend took me there because of its reputation for a outstanding selection of Belgian tap beers. The beer menu offers a lot to try out and explore. The friendly staff allows you to sample them if you are not sure what to order or want to compare. 
Belgian,The interiour design comes close to an authentic brasserie atmosphere. Open kitchen in the back makes it lively. 
Belgian,I've not experienced any rude service as in the review above. Unfortunately we didn't get to check out the menu or try the food since the wine and beer list was already consuming our full attention.   
Belgian,Within Europe Belgium has propably the highest density of top restaurants and certainly the biggest variety of beers. Madison can be very proud to this little Belgian embassy!!!
Belgian,Brasserie V definitely deserves 5 stars for  taking the risk and creating this great contribution to Monroe street!
Belgian,The food at Brasserie V is generally good but service is hit-or-miss which means your meal may be lukewarm by the time it reaches your table. Being with a group of four or more exacerbates the problem. That said I thoroughly enjoyed the BBQ Pulled Pork ($9) and the Grilled Chicken & Blue ($8.50) sandwiches I had for lunch on two separate occasions. If you're there for Sunday Brunch try the 4-Layer Crepe with Nutella ($9) or the Smoked Salmon Benedict ($10) with a cup of perfectly brewed Alterra coffee.  Note that portions tend to be on the light side.
Belgian,This is one of my favorite Madison restaurants.  The best part are all the delicious Belgian beers on tap.  You can try all sorts of different flavors and be amazed by them all.  In addition the food is very delicious.  The menu is small but they do everything on it well.  I had a special which was a sliced sirloin on top a parmesan potato puree which was amazing.  I have also had lunch there which is cheaper and still very good.  The place is small so it is sometimes hard to get a seat but it also makes it quite cozy.  The only problem is the service can be a bit slow.  You just have to flag waiters down to get things.  Overall a great restaurant.
Belgian,"Been there like three or four times each time it's great.  I think I had the mussels with chorizo once and was like ""so what"" but every other time it's been a really good meal.  I really like their bolognese with the pepper farfalle.... it's really about as good as that could be.  The frites: above average not perfect... but honestly that isn't a magnet to me anyway.  The beers: excellent.  They're heavy on the Belgian selection as they should be but there's always a couple I haven't had before... come Grand Cru or this or that.  Sometimes it's pretty busy... I'd recommend eating early there isn't a lot of tables there.  I dunno how people go 2 stars on this seriously... I mean I think 3 is starting to get bad.... 2 really?  Maybe if you don't like beer... but that's like going to a pizza place knowing you hate pizza.  How many times you been there... try it again goddamn."
Belgian,There was just nothing not to love about Brasserie V.  
Belgian,We had a table of 6 with only 5 people arriving on time.  Our missing friend ended up being about 45-60 minutes late and we did not order food until the latter half of that time frame.  Sure we ordered beers but we felt bad about absorbing a lot of table space on a busy Saturday night.  The waitstaff didn't even give us the stink eye.  They were pleasant (downright friendly even) and professional.  
Belgian,"Allow me to rhapsodize about their beer selection.  I was overwhelmed and elated by it.  I'm pretty sure that I have never seen such an extensive beer list.  They have something like 10-15 Belgian beers on tap (and like 50+ in bottles) complete with the appropriate fancy glasses to serve them in.  I am kind of a whore for drinks being served in the correct glass (which was my one beef with Tex Tubb's margaritas--a rocks glass?!  Come on!).  I would highly recommend the ""Saxo"" and ""Poperings Hommel Ale.""  That Poperings....man oh man.  It was the most perfect beer I've ever tasted.  All of the beers that my dining companions had (both dark and light) were also phenomenal.  I'd also like to point out that if you request it you can get as many samples of the beers on tap as you'd like.  Seriously."
Belgian,"I tried Moule et Frites and in no way was I disappointed.  They bring you a medium-sized mixing bowl full of mussels drowning in a garlic-butter sauce.  Cue drooling here.  They then plop down a huge metal cone full (FULL) of perfectly cut spiced and cooked frites.  Oh sweet jesus.  While I was face down in my bowl of mussels I heard things like ""This steak is $@*&$!% fantastic"" and ""Ohhhh the beer braised kale.""  Nobody was less than 100% enamored with their food."
Belgian,On top of everything else the place is charmingly decorated.  It's cozy and warm and beautiful.  I love it and need to go back right away.
Belgian,What did Monroe Street ever do without Brasserie V?  I'm astonished at how unbelievably busy this place was straight out of the cage.  The beer selection is its signature and quite good.  The food is typical bistro and also quite good.  But seriously kids buy yourself a few more restaurants in Dudgeon-Monroe.  The west-siders are desperate to EAT OUT.
Belgian,Note: I'm adding an extra star here because I hear the chef bailed and opened his own restaurant down the street.  Poor form dude.
Belgian,A- OK. 
Belgian,The most pleasant part of this restaurant was the hostess's greeting at the door. She was very friendly and welcoming. Something I always expect from any restaurant but it's one of those things that's hard to perfect. 
Belgian,"Let's discuss about the food. The special of the day ""Scallop salads"" was ok. I would not give more than 3/5 for this dish. Although the overall taste was good the salad was over dressed and the scallop had little too much salt on the surface. Entree? I ordered braised beef short ribs with balsamic glaze. It sounded tasty but again little excessive on salt and it tastes nothing special. Worse than that I don't think it matches the price and all the raves they've been getting."
Belgian,The dessert menu needs to be re-worked. Maybe they can incorporate fresh seasonal fruits or something. As of now it looks terrible.
Belgian,Waitress's service was on the slow side but nonetheless very pleasant. She could recommend me a decent glass of wine to go with my dish. And oh yeah the atmosphere was pretty nice. I loved the decor and while it's not pretentious it somehow induces the right amount of intimate feeling. So if their cooking skills and the menu improves this place could easily be a repeater.
Belgian,The atmosphere was a classy subtle elegance and dark wood decor.   The Belgium beer selection was top notch and stems to match. We didn't eat there but I will definitely return for a meal. The french fries looked like they'd fulfill my addiction. 
Belgian,Cheers!
Belgian,Love the updated menu. I've had 3 of the sandwiches over the past 3 weeks. Every one of them was good. Most recently there with colleagues from out of town. Great service and food. All my friends thought the whole package was great.
Belgian,I'm a huge fan of Belgium beers--based solely on their beer selection Brasserie V would be 5 stars. However their food is pretty inconsistent and at times very mediocre. They have a different lunch and dinner menu--the lunch being my favorite of the two with some pretty fantastic sandwiches (the apple and provolone is my favorite). The one consistent thing on the dinner menu is the mussels and frites. They're hands-down the best in Madison. Paired with a Belgium beer or two and you've got an amazing night out. The vibe in the restaurant is great--busy and lots of energy. However the wait & bar staff is pretty hit-or-miss. Overall really great--but not perfect.
Belgian,A great selection of beer and delicious food. Only down side is that it doesn't fit many people.
Belgian,This was a toughie. I want to give the food a three and the atmosphere a five...four it is. The Brasserie V is a very charming little restaurant with a great long bar. They have a huge list of Belgian beers and a carefully selected wine list. Two members of our party opted for sandwiches (both great and incredibly well priced) we had an order of frites for the table (plenty for four!) and my mom and I split a few appetizers as our dinner. 
Belgian,Now I must say I was truly disappointed with the cheese plate. If this is your thing resist the temptation! The cheese plate IS my thing but I didn't know any better. First our selections could not be well explained to us what we chose was not all that great (except for the Hooks 10-yr cheddar) and the accompaniments of bread crackers sugared walnuts and olives was simply confusing. Maybe it's just me but I like my cheese plates with honey almonds quince.... 
Belgian,Aside from the cheese I loved the prosciutto wrapped asparagus with poached egg (yummy and charred) and the scallops with pesto were silky if not a bit too salty. Both were small servings (a given for appetizers) but we probably would have left a bit hungry if we didn't finish our companions sandwiches for them. 
Belgian,Overall I would be back to try to make some better food choices...it's just so darned cute!
Belgian,I had been hearing good things about this place most importantly: the frites.  I've known some good frite:  I used to work 5 blocks away from pomme frites in NYC and have basically tried all their toppings.  
Belgian,I love the fact that it's a stone's throw from the trader joe's and the neighborhood is precious.  The pedestrian walks have flags you can pick up and drop that you can use to cross the streets; parades can happen ANYWHERE.  
Belgian,So we went after 1ish and it wasn't too packed but noticed there were only two servers.  We weren't in a rush so I thought it would be fine. We ordered and since the husband whose first love in potato wouldn't share we each got an order of frites.  Husband ordered the cheeseburger our friend Kate got the reuben and I got the avocado BLT.  
Belgian,And then we waited and waited.  I had to order coffee or else I was going to pass out.  I had just finished a hip hop class so I was starving.  Their beer selection was impressive with husband pointing out that they serve Wychwood beer from his hometown in the UK.
Belgian,When we finally got our orders I noticed the portion of frites were huge and regretted not sharing them with Kate.  I also noticed that a) husband said no tomato and look! tomato and b) the avocado was missing from my AVOCADO BLT.  It took some time to flag the waitress and then she apologizes and brings a plate of sliced avocado for me.  I was like 'um great i get to assemble my own sandwich'.  I drowned out my grumpiness in frites doused in mayo because fat makes everything okay.
Belgian,We felt guilty because we over heard the waitress tell a table that they had run out of frites.  We had ordered the last ones.  But then I thought hello? it's your signature dish--how can you run out?
Belgian,Anyway...I would try it again and see how the dinner menu goes and taste their booze.  The food was pretty tasty the service not so much.
Belgian,***Okay...FIRST off let me just say that this rating is based on the food and atmosphere alone because I am NOT a beer girl. If I was I'd probably dig it because they have a very...VERY extensive selection.
Belgian,We decided to have dinner here after I had a long hard day at work. I almost wish I had chosen another place just because it was soooo loud due to the lack of walls or sound buffers of any kind. This place is small but they still pack in the people and it was just a bit too much.
Belgian,"When we arrived the hostess told us that they were having plumbing problems and it would be about a half hour until we could order food. We decided to stick to the game plan and sat at a table. The waitress came to get our drink order and said ""Well it could be a half hour or an hour...who knows. Hopefully they're fixing it."" Now when you're hungry there is a big difference between a half hour and a hour or ""who knows"". She did say that they could make frites however. We decided to order those as a starter but before we could even do so she said that everything was fixed and the kitchen was open. YAY."
Belgian,We still went for the frites to split because we know they're known for them. I'm not sure what I was expecting on the menu...but nothing looked amazing to me(except the Moules et Frites) so I decided to go low-cost and  went with the Avocado BLT subbing the chipotle-lime aioli for the regular mayo that it usually has. The sides were succotash chilled red pepper soup or potato leek soup. I love leeks so I chose the latter.
Belgian,The sandwich was okay but nothing amazing--but a BLT is pretty much just that unless it totally sucks.. Same for the soup. It was almost too thick. The frites were decent and I liked the beet aioli that came on the side. Again it was just so-so in a town with so many dining establishments that so-so doesn't do much for me.
Belgian,I don't know if I'd ever go out of my way to dine here but it was decent.
Belgian,I like this place...  
Belgian,As everyone pretty much knows Brasserie V fills up quick!  Its very small and the atmosphere is very cozy (unless you get sat at the table by the door in winter).  Come early to experience the beer and wine selection well waiting for your table! 
Belgian,Every time I go here I get the Frites.  Ahhh yum I can taste the dipping sauces right now. Don't let them skip out on serving you bread because you ordered an appetizer.  The butter for the bread (or in my case frites) is too good to miss. 
Belgian,I love their duck entrees and I usually get that every time I go.  Its nice that they switch up the menu but I really enjoyed the duck leg served over greens vs the new casserole duck entree.  Its still very good though! Just don't burn your tongue! 
Belgian,Service overall was good.  The hostess was super friendly and helpful.  We actually sat at the bar to eat instead of waiting for a table. Best thing is since you are at the bar your bartender/server is always right there on top of everything.  Eating at the bar I think you get faster friendlier service. Plus you can figure out what your favorite new Belgian beer is. 
Belgian,* * If you like the beer selection here I would recommend trying out the Malt House on E. Wash.  But don't go the the Malt House hungry...  they don't serve food.
Belgian,Brasserie V has an EXCELLENT selection of beers some of which you can't find in even the largest liquor stores in Madison. Their frites are simply amazing and their meals have also never disappointed me. However eating here will be anything but cheap and some of the portions have been very small. It has also been very crowded and it can be tough to get service at times. I would suggest Brasserie V for a quick drink and order of frites with friends that is when this place truly shines.
Belgian,Similar atmosphere to Jac's down the street but the food is much better. Also excellent selection of fancy beers. Very small restaurant! Love the atmosphere!
Belgian,Bravo! Done right from top to bottom...great beer frites organic and local meats! Friendly and competent service and cool upscale atmosphere. A bit noisy but one of my favorite places in Madison.
Belgian,"Wow!  I had the best meal here.  It was pretty crowded even on a Thursday night so we started off at the bar with some drinks while we waited for a table.  They have a great beer list and my wife really hit a home run with a Sam Smith Organic Strawberry beer.  My wife had the ""V Burger"" and claimed it to be the best burger she's ever eaten.  I had the cod and it was a perfectly balanced entree with a superb piece of fish.  We also had a cheese plate and the pork cheeks for appetizers and they were great.  Can't wait to go back!"
Belgian,They serve a lunch menu on Sunday nights.
Belgian,Had a great lunch here today. 5 stars for Ahi Tuna sandwich with a side of curry salad.  May have to go back tomorrow.
Belgian,"Wow. What a great place guys. It's just so easy to get drunk off the atmosphere and enjoy how great the food is I think it might be fair to say their ""V Burger"" is the best burger you'll ever have. Better than my dad's for sure!"
Belgian,Best gastropub in Madison by far.
Belgian,Brasserie V is one of those places that (to my taste) just gets everything right.  Great craft beer selection but with a focus on Belgians. Excellent locally sourced food with the menu updated seasonally.  
Belgian,Their double fried frites are the best in town.
Belgian,The menu does change seasonally but there are some popular staple items that are left untouched mainly steak frites and the moules frites along with a selection of sandwiches. Almost all of which I've tried by this point and I've yet to have a bad meal here. As other reviewers have mentioned this place set a new bar for what I think a burger can be. The V Burger is definitely the best  burger I've had in my life thus far. Hopefully something I will continue to experience in the afterlife as it tastes like heaven.  (hint: it's likely the combo of the burger juices that mix in with the aioli that take this burger to the next level) . Their cheese boards are a great cross-section of primarily Wisconsin produced cheeses.
Belgian,I would argue that Chef Rob is one of the best chefs in Madison as to an amateur observer what comes out of the kitchen is always very consistent and nearly always perfectly prepared - even if Chef Rob himself is not in the kitchen. To me that means that all of the kitchen staff actually care and want to succeed in making good food. That makes a lot of difference!
Belgian,The service is generally very friendly and attentive. And although I've had some slow service when they are quite busy I can understand that. Slow service certainly isn't the norm though so no points lost from me.  
Belgian,Expect to wait for a table during peak hours sometimes up to an hour or more as the place is absolutely tiny. I have no problem waiting for anything from here though it's made up for in the quality and deliciousness of the beer and food on offer.  My tip? Sit at the bar if it's busy. Or if you have a long wait put your name on the list and go grab a beer or glass of wine at Barrique's Wine Cave while you wait.
Belgian,It's also not uncommon to see Matt the owner tending bar during dinner hours and socializing. He's a very nice guy and passionate about beer. A great fountain of knowledge.
Belgian,They also occasionally offer up beer tastings and educational sessions where you can learn about beer. I've attended a couple of these and had a fantastic time learning about the origins of some of their european and belgian beers. 
Belgian,The lunch menu is a bit more limited and provides mostly their salads and sandwiches but there is typically a good special on offer.
Belgian,One reviewer mentioned they only have the lunch menu Sunday nights. This recently changed and they now have the full menu available on Sunday evenings.
